name,brand,image_url,gender,notes,season_tags,time_tags,brand_tag,activity,weather,desired_impression,emotion_cluster
Five Eau de Parfum,Bruno Fazzolari,https://static.luckyscent.com/images/products/69302.jpg?width=400&404=product.png,women,"bergamot, lemon, mineral  saltwater notes, neroli, petitgrain, red mandarin, rosemary, sweet woods",summer,day,Bruno Fazzolari,casual,hot,"confident, fresh",1
Tempted Muse Eau de Parfum,April Aromatics,https://static.luckyscent.com/images/products/65812.jpg?width=400&404=product.png,women,"anis fruit accord, frangipani, jasmine, pink grapefruit, rose otto, sandalwood, tonka bean, tuberose, vanilla, ylang ylang",summer,night,April Aromatics,casual,cold,"confident, mysterious",3
La Religieuse Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36152.jpg?width=400&404=product.png,women,"civet, incense, jasmine",summer,night,Serge Lutens,date,any,"confident, mysterious",1
Rose Flash Parfum Extrait,Tauerville,https://static.luckyscent.com/images/products/69200.jpg?width=400&404=product.png,men,,fall,night,Tauerville,casual,any,"confident, mysterious",1
Bal D'Afrique Roll-on Oil Perfume Oil,BYREDO,https://static.luckyscent.com/images/products/64166.jpg?width=400&404=product.png,women,"african marigold, bergamot, black amber, bucchu, cyclamen, jasmin petals, lemon, moroccan cedarwood, musk, neroli, vetiver, violet",fall,day,BYREDO,date,cold,"confident, mysterious",2
Gypsy Water Hair Perfume,BYREDO,https://static.luckyscent.com/images/products/64168.jpg?width=400&404=product.png,women,"amber, bergamot, incense, juniper berries, lemon, orris, pepper, pine needles, sandalwood, vanilla",fall,day,BYREDO,date,cold,"confident, mysterious",3
Blanche Hair Perfume,BYREDO,https://static.luckyscent.com/images/products/64169.jpg?width=400&404=product.png,women,"aldehyde, blonde woods, musk, neroli, peony, pink pepper, sandalwood, violet, white rose",summer,night,BYREDO,date,any,"confident, mysterious",3
Bal d'Afrique Hair Perfume,BYREDO,https://static.luckyscent.com/images/products/64170.jpg?width=400&404=product.png,women,"african marigold, bergamot, black amber, bucchu, cyclamen, jasmin petals, lemon, moroccan cedarwood, musk, neroli, vetiver, violet",fall,day,BYREDO,date,cold,"confident, mysterious",2
Laudano Nero Extrait de Parfum,Tiziana Terenzi,https://static.luckyscent.com/images/products/62006.jpg?width=400&404=product.png,unisex,"agarwood, amber, ash, black locust honey, camphor, cashmere musk, cedar, cognac, incense, iris, laurel, myrtle, oak, red rose, rosemary, sandalwood, slate, tobacco, vanilla and labdanum, vetiver, wormwood",summer,night,Tiziana Terenzi,date,cold,"confident, mysterious",2
Kedu Eau de Parfum,MEMO,https://static.luckyscent.com/images/products/69111.jpg?width=400&404=product.png,women,"freesia, grapefruit, mandarin, mat absolute, moss, musk, neroli, peony, rose, sesame absolute",summer,night,MEMO,date,hot,"confident, mysterious",1
"Silk, Lace & Chocolate Eau de Parfum",4160 Tuesdays,https://static.luckyscent.com/images/products/64614.jpg?width=400&404=product.png,unisex,"bergamot, cocoa absolute, strawberry",fall,day,4160 Tuesdays,casual,hot,"pure, friendly",1
Lalibela Eau de Parfum,MEMO,https://static.luckyscent.com/images/products/69101.jpg?width=400&404=product.png,unisex,"coconut orchid, frankincense, jasmine, labdanum resin, patchouli, rockrose, rose, tobacco, vanilla",summer,night,MEMO,date,cold,"confident, mysterious",5
Shams Oud,MEMO,https://static.luckyscent.com/images/products/69103.jpg?width=400&404=product.png,unisex,"cashmeran, cypriol heart, ginger, labdanum absolute, oud, pepper, rose, saffron, styrax absolute, tolu balsam absolute, tonka bean",summer,night,MEMO,date,cold,"confident, mysterious",1
Granada Eau de Parfum,MEMO,https://static.luckyscent.com/images/products/69104.jpg?width=400&404=product.png,unisex,"amber wood accord, hliotrope, jasmine, musk, oil of bergamot, orange blossom, pomegranate",summer,day,MEMO,date,cold,"confident, mysterious",0
Moon Fever,MEMO,https://static.luckyscent.com/images/products/69106.jpg?width=400&404=product.png,men,"bitter orange, clary sage, grapefruit, leather, neroli blossom absolute, primofiore lemon, tonka bean absolute, verbena, vetiver",fall,night,MEMO,date,cold,"confident, mysterious",2
Luxor Oud,MEMO,https://static.luckyscent.com/images/products/69107.jpg?width=400&404=product.png,unisex,"cypriol heart, mandarin, oud, patchouli, red berries, rockrose absolute, rose, styrax resin, tonka bean",summer,night,MEMO,date,cold,"confident, fresh",5
Irish Leather Eau de Parfum,MEMO,https://static.luckyscent.com/images/products/69108.jpg?width=400&404=product.png,men,"amber accord, birch, clary sage, flouve, green mat absolute, iris concrete, juniper berry, leather, pink pepper, tonka bean",spring,day,MEMO,date,cold,"confident, mysterious",1
Italian Leather Eau de Parfum,MEMO,https://static.luckyscent.com/images/products/69109.jpg?width=400&404=product.png,unisex,"benzoin resin, clary sage, galbanum, green tomato leaf, iris concrete, leather, leather accord, musk, myrrh resin, opoponax resin, rockrose absolute, sandalwood, tolu balsam resin, vanilla, vanilla bean absolute",spring,day,MEMO,date,cold,"confident, mysterious",3
French Leather Eau de Parfum,MEMO,https://static.luckyscent.com/images/products/69110.jpg?width=400&404=product.png,unisex,"cedar, clary sage, juniper, lime, musk, pink pepper, rose, styrax resin, suede accord, vetiver",summer,night,MEMO,date,any,"confident, mysterious",2
Pomelo Paradis Cologne Absolue,Atelier Cologne,https://static.luckyscent.com/images/products/51025.jpg?width=400&404=product.png,women,"amber, black currant, bulgarian rose, calabrian mandarin, mint, orange blossom, pink grapefruit, vetiver and iris",spring,day,Atelier Cologne,date,cold,"confident, mysterious",1
Debaser Eau de Parfum,D.S. and Durga,https://static.luckyscent.com/images/products/68600.jpg?width=400&404=product.png,unisex,"bergamot, blond woods, coconut milk, fig, green leaf, iris, pear stem, tonka bean and moss",spring,day,D.S. and Durga,casual,cold,"confident, mysterious",1
Freetrapper Eau de Parfum,D.S. and Durga,https://static.luckyscent.com/images/products/68601.jpg?width=400&404=product.png,men,"amberwood, and castoreum, bergamot, bitter orange, dark cedar, distilled incense, osmanthus, santal, snakeroot",fall,day,D.S. and Durga,date,cold,"confident, mysterious",1
Burning Barbershop Eau de Parfum,D.S. and Durga,https://static.luckyscent.com/images/products/68603.jpg?width=400&404=product.png,women,"and hay, burnt oil, hemlock spruce, lavender absolute, lime, rose, spearmint, vanilla",spring,day,D.S. and Durga,casual,cold,"confident, mysterious",3
Bowmakers Eau de Parfum,D.S. and Durga,https://static.luckyscent.com/images/products/68604.jpg?width=400&404=product.png,men,"amber pine resin, and moss, cedar, cypress, mahogany, maplewood, outdoors accord, spiced tree resin, violin varnish",fall,day,D.S. and Durga,date,cold,"confident, mysterious",1
Coriander Eau de Parfum,D.S. and Durga,https://static.luckyscent.com/images/products/68605.jpg?width=400&404=product.png,women,"and mace, clary sage, clove stem, geranium, juniper needle, magnolia, musk, pepper, russian coriander",winter,night,D.S. and Durga,date,any,"confident, mysterious",1
Cowboy Grass Eau de Parfum,D.S. and Durga,https://static.luckyscent.com/images/products/68606.jpg?width=400&404=product.png,women,"and ambergris, basil, bergamot, grass, rose otto, rosewood, sagebrush, vetyver, wild thyme",summer,day,D.S. and Durga,date,cold,"confident, mysterious",1
Italian Citrus Eau de Parfum,D.S. and Durga,https://static.luckyscent.com/images/products/68607.jpg?width=400&404=product.png,women,"and oakmoss, blood orange, chinotto, cold pressed lemon, copaiba balsam, green mandarin, incense, musk ambrette, violet leaf",spring,day,D.S. and Durga,date,rainy,"confident, mysterious",1
Mississippi Medicine Eau de Parfum,D.S. and Durga,https://static.luckyscent.com/images/products/68608.jpg?width=400&404=product.png,men,"aldehydes, and birch tar, black pine, cascarilla bark, cypress root, frankincense distillate, incense, red cedar, spanish cade",winter,night,D.S. and Durga,date,any,"confident, fresh",1
A La Rose Eau de Parfum,Maison Francis Kurkdjian,https://static.luckyscent.com/images/products/49839.jpg?width=400&404=product.png,women,"bergamot, cedar, centifolia rose, damascena rose, magnolia blossom, musk, orange, violet",summer,day,Maison Francis Kurkdjian,date,hot,"confident, mysterious",1
Vetiver Oriental Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36110.jpg?width=400&404=product.png,women,"amber, chocolate, gaiac wood, iris pallida, labdanum, mosses, musk, sandalwood, sap, undergrowth notes, vetiver",fall,night,Serge Lutens,date,cold,"confident, mysterious",0
Empressa Eau de Toilette,Penhaligons,https://static.luckyscent.com/images/products/44157.jpg?width=400&404=product.png,unisex,"amber, bergamot, black pepper, blood orange, cardamom, cassis, cocoa, dewberry, frankincense, geranium, mandarin, musk, neroli, patchouli, peach, pink pepper, rose, sandalwood, vanilla pod, woods",summer,day,Penhaligons,date,cold,"confident, mysterious",4
Erdenstern Eau de Parfum,April Aromatics,https://static.luckyscent.com/images/products/65811.jpg?width=400&404=product.png,women,"botanical ambergris accord, botanical musk accord, cacao, opoponax, tabak, tonka bean, vetiver",fall,night,April Aromatics,date,cold,"confident, mysterious",2
Tagete Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33939.jpg?width=400&404=product.png,women,"jasmine, marigold, moss, tuberose, vetiver",summer,night,Profumum,work,rainy,"confident, fresh",2
Kashan Rose Eau de Toilette,The Different Company,https://static.luckyscent.com/images/products/25338.jpg?width=400&404=product.png,women,"ambrette, cardamom, hawthorn, litchi, musk, peony, persian rose, pink pepper, sage, sandalwood",summer,night,The Different Company,date,any,"confident, mysterious",3
Egypt Eau de Toilette,Eight and Bob,https://static.luckyscent.com/images/products/63902.jpg?width=400&404=product.png,men,"cardamom, lavender, leather, lemon, moss, nutmeg, patchouli, sandalwood",summer,night,Eight and Bob,date,rainy,"confident, mysterious",5
Cap d'Antibes Eau de Parfum,Eight and Bob,https://static.luckyscent.com/images/products/63903.jpg?width=400&404=product.png,unisex,"birch, cedar, cinnamon, green notes, incense and vanilla, mint, moss, violet leaf",spring,day,Eight and Bob,date,cold,"confident, mysterious",1
Ombre Indigo Eau de Parfum,Olfactive Studio,https://static.luckyscent.com/images/products/61509.jpg?width=400&404=product.png,men,"amber, benzoin resin, incense, leather, musk, papyrus essence, petitgrain bigarade absolute, plum, saffron, tuberose, vetiver essence",summer,night,Olfactive Studio,date,cold,"confident, mysterious",0
Cuir Cuba Intense Eau de Parfum,PARFUMS DE NICOLAI,https://static.luckyscent.com/images/products/31351.jpg?width=400&404=product.png,men,"and civet, cedar, coriander, cumin, geranium, hay, lavender, liatris, licorice, magnolia, mint, patchouli, sicilian lemon, star anise, tobacco, ylang ylang",spring,day,PARFUMS DE NICOLAI,casual,hot,"confident, mysterious",5
Land of Warriors Eau de Parfum,The Vagabond Prince,https://static.luckyscent.com/images/products/60001.jpg?width=400&404=product.png,men,"ambergris accord, angelique seed, blackcurrant leaf, castoreum absolute, cistus absolute, cucumber accord, davana, frankincense, nutmeg, oakwood, oregano, saffron, styrax, tar, tomato leaf, violet leaf",fall,night,The Vagabond Prince,date,cold,"confident, mysterious",1
Swan Princess Eau de Parfum,The Vagabond Prince,https://static.luckyscent.com/images/products/60002.jpg?width=400&404=product.png,women,"a touch of gardenia, aldehydes, bergamot, fresh citrus accord, iris, jasmine, lily of the valley, mimosa, peony, pink pepper, rose, sandalwood, six different musks, vetiver",spring,day,The Vagabond Prince,date,hot,"confident, mysterious",4
Violettes du Czar Eau de Parfum,Oriza L. Legrand,https://static.luckyscent.com/images/products/65225.jpg?width=400&404=product.png,men,"amber, and gaiac wood, heliotrope, iris, leather, tolu balm, violet from nice, violet leaves, wild violet",fall,night,Oriza L. Legrand,date,cold,"confident, mysterious",1
Heliotrope Eau de Parfum,Oriza L. Legrand,https://static.luckyscent.com/images/products/65227.jpg?width=400&404=product.png,women,"almond, benzoin, heliotrope, iris, mimosa, musk, orange blossom, rice powder, tonka bean, violet leaves",winter,night,Oriza L. Legrand,date,cold,"confident, mysterious",1
Myrrh Casati Eau de Parfum,Mona di Orio,https://static.luckyscent.com/images/products/51726.jpg?width=400&404=product.png,women,"guaiac wood from paraguay, guatemalan cardamom, indian cypriol nagarmotha, licorice, myrrh and incense from somalia, patchouli, peruvian red berries, pink pepper, safron, siamese benzoin",winter,night,Mona di Orio,date,any,"confident, mysterious",5
03. Apr. 1968 Eau de Parfum,Rundholz Parfums,https://static.luckyscent.com/images/products/67800.jpg?width=400&404=product.png,unisex,"heliotrope, incense, lychee",winter,night,Rundholz Parfums,date,any,"confident, mysterious",1
Nuit Noire Eau de Parfum,Mona di Orio,https://static.luckyscent.com/images/products/51704.jpg?width=400&404=product.png,women,"amber, cardamom, cedar, cinnamon, clove, ginger, leather, musk, olibanum, orange flower, orange guinee, sandalwood, tonka, tuberose",summer,night,Mona di Orio,date,cold,"confident, mysterious",4
Lux Eau de Parfum,Mona di Orio,https://static.luckyscent.com/images/products/51707.jpg?width=400&404=product.png,women,"amber, bourbon vanilla and cistus labdanum, litsea cubeba, moroccan cedarwood, musk, mysore sandalwood, petitgrain bigarade south africa, siamese benzoin, sicilian lemon, vetiver",fall,night,Mona di Orio,date,cold,"confident, mysterious",0
Lys Noir Eau de Parfum,Isabey,https://static.luckyscent.com/images/products/27106.jpg?width=400&404=product.png,women,"black pepper, ebony, heliotrope, lily, musk, narcissus, patchouli, sandalwood, tuberose",summer,night,Isabey,date,any,"confident, mysterious",5
Doe in the Snow Eau de Parfum,4160 Tuesdays,https://static.luckyscent.com/images/products/64612.jpg?width=400&404=product.png,unisex,"cedar, cedrat, grapefruit, green tea absolute, jasmine, leather, oak, oakmoss, opoponax, peach aldehyde, rose, snow, yuzu",spring,day,4160 Tuesdays,date,hot,"confident, mysterious",1
Tart's Knicker Drawer Eau de Parfum,4160 Tuesdays,https://static.luckyscent.com/images/products/64613.jpg?width=400&404=product.png,unisex,"amber, benzoin, bergamot, cedar, gaiacwood, grapefruit, jasmine, musk, orange, pink peppercorn, raspberry, rose, sandalwood, tobacco, tuberose, vanilla, violet",summer,day,4160 Tuesdays,date,cold,"confident, mysterious",4
Red Hoba Eau de Parfum,Xerjoff,https://static.luckyscent.com/images/products/51138.jpg?width=400&404=product.png,women,"bergamot, cardamom, cashmeran, cinnamon, guaiac wood, incense, jasmine, labdanum, musk and castoreum, orris, papyrus, patchouli",summer,day,Xerjoff,date,cold,"confident, mysterious",5
Blue Hope Eau de Parfum,Xerjoff,https://static.luckyscent.com/images/products/51139.jpg?width=400&404=product.png,unisex,"bergamot, castoreum and musk, cedar, jasmine, mandarin orange, saffron, vanilla",summer,day,Xerjoff,date,cold,"confident, mysterious",3
Hedonist Rose Eau de Parfum,Viktoria Minya,https://static.luckyscent.com/images/products/62401.jpg?width=400&404=product.png,women,"amber, and a cold glass of wine, clove, lemon, musk, peach, rose, vanilla",summer,night,Viktoria Minya,date,cold,"confident, mysterious",0
Hedonist Iris Eau de Parfum,Viktoria Minya,https://static.luckyscent.com/images/products/62402.jpg?width=400&404=product.png,women,"bergamot, blackcurrant, cedar, cocoa, iris, labdanum, musk, pink pepper",winter,day,Viktoria Minya,date,hot,"confident, mysterious",1
Eau de Hongrie Eau de Parfum,Viktoria Minya,https://static.luckyscent.com/images/products/62403.jpg?width=400&404=product.png,women,"clove, grapefruit, honey, immortelle, jasmine, labdanum, lemon, musk, sandalwood, tonka bean and tokaji aszu wine",summer,night,Viktoria Minya,date,cold,"confident, mysterious",0
Bergamask Parfum,Orto Parisi,https://static.luckyscent.com/images/products/67700.jpg?width=400&404=product.png,women,,winter,night,Orto Parisi,casual,any,"confident, mysterious",1
Viride Parfum,Orto Parisi,https://static.luckyscent.com/images/products/67701.jpg?width=400&404=product.png,women,,winter,night,Orto Parisi,casual,any,"confident, fresh",1
Stercus Parfum,Orto Parisi,https://static.luckyscent.com/images/products/67702.jpg?width=400&404=product.png,men,"castoreum, leather, tobacco, wood",fall,night,Orto Parisi,date,any,"confident, mysterious",1
Brutus Parfum,Orto Parisi,https://static.luckyscent.com/images/products/67703.jpg?width=400&404=product.png,women,,winter,night,Orto Parisi,casual,any,"confident, fresh",1
Boccanera Parfum,Orto Parisi,https://static.luckyscent.com/images/products/67704.jpg?width=400&404=product.png,women,,winter,night,Orto Parisi,casual,any,"confident, mysterious",1
Camellia Eau de Parfum,Aroma M,https://static.luckyscent.com/images/products/11146.jpg?width=400&404=product.png,women,"and frankincense, camellia, gardenia, geranium, jasmine, neroli, rose",summer,night,Aroma M,date,any,"elegant, friendly",1
Lira Eau de Parfum,Xerjoff - Casamorati,https://static.luckyscent.com/images/products/67400.jpg?width=400&404=product.png,women,"bergamot, blood orange, caramel, cinnamon, flowering rose, jasmine, lavender, licorice blossom, musks, woody vanilla",summer,day,Xerjoff - Casamorati,date,cold,"confident, mysterious",1
Bouquet Ideale Eau de Parfum,Xerjoff - Casamorati,https://static.luckyscent.com/images/products/67401.jpg?width=400&404=product.png,unisex,"amyris, cedar, cinnamon, coumarin, damascena rose, gaiac wood, labdanum absolute, musks, nutmeg, papyrus, tobacco flowers, vanilla",summer,night,Xerjoff - Casamorati,date,cold,"confident, mysterious",3
Fiore d'Ulivo Eau de Parfum,Xerjoff - Casamorati,https://static.luckyscent.com/images/products/67402.jpg?width=400&404=product.png,unisex,"amber, ambrette seeds, basil leaves, benzoin resin, fresh lemon peel, jasmine, lotus flowers, magnolia extract, musks, olive flowers",summer,night,Xerjoff - Casamorati,date,cold,"confident, mysterious",0
Dama Bianca Eau de Parfum,Xerjoff - Casamorati,https://static.luckyscent.com/images/products/67403.jpg?width=400&404=product.png,unisex,"ambrette, and malt, cedar, egyptian jasmine, italian iris, kumquat, lilac, lily of the valley, lime, musk, sandalwood, vanilla, violet",summer,night,Xerjoff - Casamorati,date,cold,"confident, mysterious",3
Carnation / Garofano Cologne Eau de Cologne,Santa Maria Novella,https://static.luckyscent.com/images/products/57728.jpg?width=400&404=product.png,unisex,,fall,night,Santa Maria Novella,casual,any,"confident, fresh",1
Spanish Leather Cologne Eau de Cologne,Santa Maria Novella,https://static.luckyscent.com/images/products/57729.jpg?width=400&404=product.png,unisex,,fall,night,Santa Maria Novella,casual,any,"confident, mysterious",1
Vetiver Cologne Eau de Cologne,Santa Maria Novella,https://static.luckyscent.com/images/products/57730.jpg?width=400&404=product.png,unisex,,fall,night,Santa Maria Novella,casual,any,"confident, fresh",1
Citta di Kyoto Cologne Eau de Cologne,Santa Maria Novella,https://static.luckyscent.com/images/products/57731.jpg?width=400&404=product.png,unisex,,fall,night,Santa Maria Novella,casual,any,"confident, fresh",1
Angels of Florence Cologne Eau de Cologne,Santa Maria Novella,https://static.luckyscent.com/images/products/57732.jpg?width=400&404=product.png,unisex,,fall,night,Santa Maria Novella,casual,any,"confident, mysterious",1
Alba di Seoul Cologne Eau de Cologne,Santa Maria Novella,https://static.luckyscent.com/images/products/57733.jpg?width=400&404=product.png,unisex,,fall,night,Santa Maria Novella,casual,any,"confident, fresh",1
Broom / Ginestra Cologne,Santa Maria Novella,https://static.luckyscent.com/images/products/57727.jpg?width=400&404=product.png,unisex,,fall,night,Santa Maria Novella,casual,any,"confident, fresh",1
Santa Maria Novella Cologne Eau de Cologne,Santa Maria Novella,https://static.luckyscent.com/images/products/57700.jpg?width=400&404=product.png,unisex,,fall,night,Santa Maria Novella,casual,any,"confident, fresh",1
Tabacco Toscano Cologne Eau de Cologne,Santa Maria Novella,https://static.luckyscent.com/images/products/57703.jpg?width=400&404=product.png,unisex,,fall,night,Santa Maria Novella,casual,any,"confident, mysterious",1
Nostalgia Cologne Eau de Cologne,Santa Maria Novella,https://static.luckyscent.com/images/products/57723.jpg?width=400&404=product.png,unisex,,fall,night,Santa Maria Novella,casual,any,"confident, mysterious",1
Pomegranate / Melograno Cologne Eau de Cologne,Santa Maria Novella,https://static.luckyscent.com/images/products/57725.jpg?width=400&404=product.png,unisex,,fall,night,Santa Maria Novella,casual,any,"elegant, friendly",1
Ray of Light Eau de Parfum,April Aromatics,https://static.luckyscent.com/images/products/65810.jpg?width=400&404=product.png,men,"galbanum, green mint, lemon, lime, orange and bergamot, pink grapefruit, tobacco, vetiver",spring,day,April Aromatics,casual,hot,"confident, mysterious",2
Paris LA Eau de Parfum,A Lab on Fire,https://static.luckyscent.com/images/products/56710.jpg?width=400&404=product.png,women,"amber, cola accord, coriander seeds, ginger, key lime, macaron accord, musk, neroli petals, thyme",fall,night,A Lab on Fire,date,cold,"confident, mysterious",0
Made in Heaven Eau de Parfum,A Lab on Fire,https://static.luckyscent.com/images/products/56711.jpg?width=400&404=product.png,women,"cereal accord, italian mandarin, jasmine, magnolia petals, natural vanilla bean, orange flower, orris, safran, tuberose",summer,night,A Lab on Fire,casual,cold,"confident, mysterious",1
FRANK No. 1 Eau de Parfum,FRANK los angeles,https://static.luckyscent.com/images/products/24604.jpg?width=400&404=product.png,men,"atlas cedar wood, bergamot, berries, cardamom, clary sage, clove violet, costus, geranium, iris, juniper, labdanum, lavender, leather accord, lime, mate licorice, moss, pink pepper, tomato leaf",summer,day,FRANK los angeles,date,hot,"confident, mysterious",1
Musc Tonkin Eau de Parfum,Parfum d'Empire,https://static.luckyscent.com/images/products/35716.jpg?width=400&404=product.png,women,"african stone absolute, and after that, musk, your guess is as good as ours",winter,night,Parfum d'Empire,date,any,"confident, mysterious",1
Musk S Eau de Parfum,S-Perfume,https://static.luckyscent.com/images/products/57403.jpg?width=400&404=product.png,women,"japanese chestnut flower, musks, vanilla bourbon, white amber",fall,night,S-Perfume,date,cold,"confident, mysterious",1
1499 Eau de Parfum,S-Perfume,https://static.luckyscent.com/images/products/57404.jpg?width=400&404=product.png,women,"amber, ciste, jasmine, myrrh, olibanum, vanilla",summer,night,S-Perfume,date,cold,"confident, mysterious",0
New York Intense Eau de Parfum,PARFUMS DE NICOLAI,https://static.luckyscent.com/images/products/31349.jpg?width=400&404=product.png,men,"amber, bergamot, black pepper, cinnamon, cloves, oak moss, pimento, sicilian lemon, thyme, vetiver",fall,day,PARFUMS DE NICOLAI,date,cold,"confident, mysterious",2
Kiss Me Intense Eau de Parfum,PARFUMS DE NICOLAI,https://static.luckyscent.com/images/products/31350.jpg?width=400&404=product.png,women,"almond, aniseed, fresh cut hay, heliotrope, vanilla",fall,night,PARFUMS DE NICOLAI,casual,cold,"confident, mysterious",3
Patchouli Absolu Eau de Parfum,TOM FORD Private Blend,https://static.luckyscent.com/images/products/63536.jpg?width=400&404=product.png,men,"amber, bay leaf, cashmere woods, cypriol, guaic wood, leather click here for ingredients close patchouli absolu by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients, moss, musks, patchouli, patchouli clearwood, patchouli coeur, rosemary, tonka bean, violetwood",summer,night,TOM FORD Private Blend,date,cold,"confident, mysterious",5
Russian Tea Eau de Parfum,Masque Milano,https://static.luckyscent.com/images/products/64004.jpg?width=400&404=product.png,men,"birchwood, black pepper, black tea, cistuslabdanum, everlasting flower, incense, leather accord, magnolia, mint, raspberry",spring,day,Masque Milano,date,hot,"confident, mysterious",1
Capri Forget Me Not Parfum,Carthusia,https://static.luckyscent.com/images/products/52912.jpg?width=400&404=product.png,women,"buchu, cyclamen, davana, eucalyptus, fig, hyacinth, jasmine, lemon, lime, mandarin, mint, orange, peach, vanilla, violet",spring,day,Carthusia,casual,cold,"confident, mysterious",3
Fraiche Passiflore Eau de Parfum,Maitre Parfumeur et Gantier,https://static.luckyscent.com/images/products/29321.jpg?width=400&404=product.png,women,"chili pepper, jasmine, marigold, musk, mysore sandalwood, passion fruit, peach, raspberry",summer,night,Maitre Parfumeur et Gantier,date,any,"confident, mysterious",0
Ambre Precieux Eau de Parfum,Maitre Parfumeur et Gantier,https://static.luckyscent.com/images/products/29302.jpg?width=400&404=product.png,women,"amber, coumarin, labdanum cistus, lavander, myrtle, nutmeg, peru balsam, tolu balsam, vanilla",fall,night,Maitre Parfumeur et Gantier,date,cold,"confident, mysterious",3
Blamage Parfum Extrait,Nasomatto,https://static.luckyscent.com/images/products/41010.jpg?width=400&404=product.png,unisex,,fall,night,Nasomatto,casual,any,"confident, fresh",1
Intoxicated Eau de Parfum,By Kilian,https://static.luckyscent.com/images/products/42555.jpg?width=400&404=product.png,women,"cardamom, cinnamon, mocha coffee, patchouli, tobacco, vanilla",fall,night,By Kilian,casual,cold,"confident, mysterious",5
Smoke for the Soul Eau de Parfum,By Kilian,https://static.luckyscent.com/images/products/42557.jpg?width=400&404=product.png,men,"birch, cardamom, eucalyptus, grapefruit, mate tea, tagete, thyme, tobacco",fall,night,By Kilian,casual,hot,"confident, mysterious",1
Bayolea Eau de Toilette,Penhaligons,https://static.luckyscent.com/images/products/44199.jpg?width=400&404=product.png,unisex,"and amber, black pepper, cardamom, cedar, lavender, lemongrass, mandarin, moss, musk, neroli, patchouli, sandalwood, tangerine",summer,night,Penhaligons,date,cold,"confident, mysterious",4
Blue Sapphire Eau de Parfum,Boadicea the Victorious,https://static.luckyscent.com/images/products/48529.jpg?width=400&404=product.png,unisex,"amber, cardamom, green accord, indian jasmine, lemon, orange, oud, patchouli, rose",spring,day,Boadicea the Victorious,date,cold,"confident, mysterious",5
Feminin Pluriel Eau de Parfum,Maison Francis Kurkdjian,https://static.luckyscent.com/images/products/49826.jpg?width=400&404=product.png,women,"iris, jasmine, lilyofthevalley, orange blossom, rose, vetiver and indonesian patchouli leaf, violet",summer,night,Maison Francis Kurkdjian,work,any,"elegant, friendly",1
Masculin Pluriel Eau de Toilette,Maison Francis Kurkdjian,https://static.luckyscent.com/images/products/49827.jpg?width=400&404=product.png,men,"cedar, lavender, leather and woody notes, patchouli, vetiver",summer,night,Maison Francis Kurkdjian,date,any,"confident, mysterious",2
L'Art de la Guerre Eau de Parfum,Jovoy Paris,https://static.luckyscent.com/images/products/61610.jpg?width=400&404=product.png,men,"bergamot, corsica cistus, immortelle, indonesia patchouli, lavender maillette, leather, nutmeg, oak moss, rhubarb, sandalwood australia, violet leaf",summer,day,Jovoy Paris,date,hot,"confident, mysterious",1
Wode Eau de Parfum,Boudicca,https://static.luckyscent.com/images/products/44800.jpg?width=400&404=product.png,unisex,"amber, angelica root, black pepper, blonde tobacco, cardamon, clary sage, coriander seed, jasmin, juniper, leather, musk, nutmeg, opium accord, pink pepper, rose, saffron, sandalwood, styrax, tonka bean, treemoss, tuberose",summer,night,Boudicca,date,cold,"confident, mysterious",4
L'Orpheline Eau de Parfum - ...,Serge Lutens,https://static.luckyscent.com/images/products/36146.jpg?width=400&404=product.png,men,"aldehydes, and cashmeran, cedar wood, clouds of ambergris, coumarin, fougere accord, incense, patchouli",fall,night,Serge Lutens,date,cold,"confident, mysterious",5
California Reverie Eau de Parfum,Van Cleef & Arpels,https://static.luckyscent.com/images/products/50209.jpg?width=400&404=product.png,women,"beeswax, frangipani, jasmine, mandarin orange, neroli, vanilla",summer,night,Van Cleef & Arpels,casual,cold,"confident, mysterious",3
Sotto La Luna Gardenia Eau de Parfum,Tauer Perfumes,https://static.luckyscent.com/images/products/31430.jpg?width=400&404=product.png,unisex,"fresh spices, gardenia, jasmine, mushrooms, roasted coffee beans, rose buds, woods",summer,night,Tauer Perfumes,work,any,"confident, fresh",1
Santal Carmin Cologne Absolue,Atelier Cologne,https://static.luckyscent.com/images/products/51024.jpg?width=400&404=product.png,women,"bergamot, cedar, gaiac wood, limette, musk, papyrus, saffron, sandalwood, vanilla",fall,day,Atelier Cologne,date,cold,"confident, mysterious",3
Vetiver Veritas Eau de Parfum,HEELEY,https://static.luckyscent.com/images/products/31522.jpg?width=400&404=product.png,unisex,"and grapefruit, lavender, mint, vetiver",spring,day,HEELEY,casual,hot,"confident, fresh",2
Musc Monoi Eau de Toilette,PARFUMS DE NICOLAI,https://static.luckyscent.com/images/products/31348.jpg?width=400&404=product.png,women,"and musk, calone, coconut, jasmine, lemon, magnolia, neroli, petitgrain, sandalwood, ylangylang",summer,night,PARFUMS DE NICOLAI,date,rainy,"confident, mysterious",3
