name,brand,image_url,gender,notes,emotion_tags,season_tags,time_tags,brand_tag
Violette in Love Eau de Toilette,PARFUMS DE NICOLAI,https://static.luckyscent.com/images/products/31332.jpg?width=400&404=product.png,women," Italian lemon, blackcurrant bud absolute, raspberry, essence of Turkish rose, a violet-iris accord, coriander essence, pink pepper, black pepper and musk.",sensual,summer,night,PARFUMS DE NICOLAI
L'eau Mixte Eau Fraiche,PARFUMS DE NICOLAI,https://static.luckyscent.com/images/products/31328.jpg?width=400&404=product.png,women," Blackcurrant-buds, peppermint, lemon from Italy, cinnamon, Rose from Damask, Jasmine, vetiver, oakmoss and cocktail of muscs",energetic,spring,day,PARFUMS DE NICOLAI
Uden Eau de Parfum,Xerjoff,https://static.luckyscent.com/images/products/51105.jpg?width=400&404=product.png,women," Grapefruit, lemon, rum absolute, rose, sandalwood, Gaiac wood, vanilla, coffee absolute, musk",sensual,summer,night,Xerjoff
Kobe Eau de Parfum,Xerjoff,https://static.luckyscent.com/images/products/51107.jpg?width=400&404=product.png,unisex," Calabrese bergamot, Florida orange, Southern Italian neroli, Paraguayan petitgrain, rose wood, resins, oud wood, palisander, tonka, amber",sensual,summer,day,Xerjoff
Oranges and Lemons Say The Bells of St. Clements Eau de Parfum,HEELEY,https://static.luckyscent.com/images/products/31512.jpg?width=400&404=product.png,women," Oranges, Lemons, Bergamot, Mandarine, Neroli, Petitgrain, Earl Grey Tea, Ylang Ylang, Vetiver",energetic,fall,day,HEELEY
Ginger Ciao Eau de Parfum,YOSH,https://static.luckyscent.com/images/products/22830.jpg?width=400&404=product.png,women," Black coconut, night queen, tiger lily, neroli, ylang ylang, ginger, basil",sensual,spring,day,YOSH
Bois Naufrage Eau de Toilette,"Pierre Guillaume Paris, Parfumerie Generale",https://static.luckyscent.com/images/products/34537.jpg?width=400&404=product.png,men," Fig tree, ambergris, fleur de sel accord (Vetiver oil fraction, orris absolute, mint, neroli oil, hedione)",sensual,spring,day,"Pierre Guillaume Paris, Parfumerie Generale"
Vetyverio Eau de Toilette,Diptyque,https://static.luckyscent.com/images/products/48397.jpg?width=400&404=product.png,women," mandarin orange, grapefruit, lemon, bergamot, vetiver, carrot seed, apricot, nutmeg, clove, ylang ylang, Turkish rose, geranium, cedarwood, musk",sensual,summer,day,Diptyque
Orange Sanguine Cologne Absolue,Atelier Cologne,https://static.luckyscent.com/images/products/51000.jpg?width=400&404=product.png,women," Blood orange, bitter orange, jasmine, geranium from South Africa, amber woods, tonka beans, sandalwood",sensual,summer,day,Atelier Cologne
Grand Neroli Cologne Absolue,Atelier Cologne,https://static.luckyscent.com/images/products/51001.jpg?width=400&404=product.png,women," Moroccan neroli, lemon, Sicilian bergamot, petitgrain, Persian galbanum, moss, birch leaves, clean musk, white amber, vanilla from Madagascar",sensual,fall,day,Atelier Cologne
Oolang Infini Cologne Absolue,Atelier Cologne,https://static.luckyscent.com/images/products/51002.jpg?width=400&404=product.png,women," bergamot, Tunisian neroli, oolang tea, jasmine petals, blond leather, tobacco flower, gaiac wood, Haitian vetiver",sensual,summer,day,Atelier Cologne
Bois Blonds Cologne Absolue,Atelier Cologne,https://static.luckyscent.com/images/products/51004.jpg?width=400&404=product.png,women," Tunisian neroli, pink pepper, Moroccan orange flower, incense, light wood, musk, Haitian vetiver",sensual,winter,night,Atelier Cologne
Orange Star Eau de Parfum,Tauer Perfumes,https://static.luckyscent.com/images/products/31412.jpg?width=400&404=product.png,unisex," clementine, red mandarine, lemongrass essential oil, orange flower, violet flower, ambergris, vanilla, patchouli, ambreine",sensual,fall,night,Tauer Perfumes
Gardenia Petale Eau de Parfum,Van Cleef & Arpels,https://static.luckyscent.com/images/products/50200.jpg?width=400&404=product.png,women," Green notes, citrus notes, lily of the valley, jasmine, and gardenia",energetic,spring,day,Van Cleef & Arpels
Orchidee Vanille Eau de Parfum,Van Cleef & Arpels,https://static.luckyscent.com/images/products/50201.jpg?width=400&404=product.png,women," Mandarin orange, litchi, bitter almond, dark chocolate, Bulgarian rose, violet, vanilla pod, cedar, tonka, and white musk",sensual,summer,night,Van Cleef & Arpels
01 Nomad Eau de Parfum,Odin,https://static.luckyscent.com/images/products/50101.jpg?width=400&404=product.png,women," Juniper berries, Himalayan cedarwood, bergamot, palmarosa, black pepper, heliotrope, Tonka bean, West Indian sandalwood, grey musk",sensual,fall,day,Odin
02 Owari Eau de Parfum,Odin,https://static.luckyscent.com/images/products/50102.jpg?width=400&404=product.png,women," Owari mandarin, bergamot, grapefruit, Cubeb pepper, amyris wood, neroli, cedarwood, amber, tonkin musk",sensual,fall,day,Odin
03 Century Eau de Parfum,Odin,https://static.luckyscent.com/images/products/50103.jpg?width=400&404=product.png,women," Silver birch, cypress, mint, vetiver, myrrh, patchouli, musk, oakmoss, amber",sensual,spring,day,Odin
Homme Eau de Parfum,Costume National,https://static.luckyscent.com/images/products/25808.jpg?width=400&404=product.png,men," Grapefruit, cardamom, bergamot, cinnamon, thyme, cloves, patchouli, sandalwood, labdanum",sensual,fall,day,Costume National
Fleur Nocturne Eau de Parfum,Isabey,https://static.luckyscent.com/images/products/27101.jpg?width=400&404=product.png,women," Mandarin, apricot tree flower, white peach, jasmine, gardenia, magnolia, solar notes, vanilla, patchouli",sensual,summer,night,Isabey
Aqua Universalis Eau de Toilette,Maison Francis Kurkdjian,https://static.luckyscent.com/images/products/49800.jpg?width=400&404=product.png,women," Bergamot, Sicilian lemon, lily of the valley, sweet mock orange, light and musky woods.",sensual,winter,day,Maison Francis Kurkdjian
Lumiere Noire Pour Femme Eau de Parfum,Maison Francis Kurkdjian,https://static.luckyscent.com/images/products/49805.jpg?width=400&404=product.png,women," Cumin, pimiento, rose, narcissus and patchouli",sensual,summer,night,Maison Francis Kurkdjian
Lumiere Noire Pour Homme Eau de Toilette,Maison Francis Kurkdjian,https://static.luckyscent.com/images/products/49806.jpg?width=400&404=product.png,women," Cumin, artemisia, rose, cinnamon and patchouli",sensual,summer,night,Maison Francis Kurkdjian
Intelligence & Fantasy Eau de Toilette,The Beautiful Mind Series,https://static.luckyscent.com/images/products/49600.jpg?width=400&404=product.png,unisex," magnolia bud, bergamot, mandarin, schinus molle (pink peppercorn), freesia, osmanthus, rose oil, hedione, tiar?? absolute, cedar, musk, sandalwood and cashmeran",sensual,summer,day,The Beautiful Mind Series
Aquae Nobilis Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33927.jpg?width=400&404=product.png,women," Geranium, vetiver, musk, absinth",sensual,winter,night,Profumum
Al Oudh Eau de Parfum,L'Artisan Parfumeur,https://static.luckyscent.com/images/products/15268.jpg?width=400&404=product.png,women," Cumin, cardamom, pink pepper, date, rose, neroli, incense, saffron, leather note, oud, Atlas cedar, castoreum, civet, sandalwood, patchouli, myrrh, vanilla and tonka bean",sensual,summer,night,L'Artisan Parfumeur
Millesime Imperial Eau de Parfum ...,Creed,https://static.luckyscent.com/images/products/49309.jpg?width=400&404=product.png,women," Crisp fruit, sea salt, lemon, bergamot, mandarin, iris, musk, woody notes, marine notes",sensual,spring,day,Creed
Love in White Eau de Parfum ...,Creed,https://static.luckyscent.com/images/products/49312.jpg?width=400&404=product.png,women," Orange zest from Italy, Florentine iris, daffodils from France, magnolia, Bulgarian rose, Tonkin rice, vanilla, ambergris, Mysore sandalwood",sensual,summer,night,Creed
Silver Mountain Water Eau de Parfum ...,Creed,https://static.luckyscent.com/images/products/49319.jpg?width=400&404=product.png,women," Bergamot, mandarin, neroli, green tea, blackcurrant bud, sandalwood, musk",sensual,spring,day,Creed
Virgin Island Water Eau de Parfum ...,Creed,https://static.luckyscent.com/images/products/49325.jpg?width=400&404=product.png,women," Sicilian white bergamot, Jamaican lime, Sicilian mandarin, hibiscus, ylang ylang, Indian jasmine, Tonkin musk, tropical wood",sensual,summer,day,Creed
Acqua Fiorentina Eau de Parfum ...,Creed,https://static.luckyscent.com/images/products/49300.jpg?width=400&404=product.png,unisex," Greengage plum, apple, rose, white carnations, bergamot, lemon, Virginia cedar, sandalwood, white grapefruit",energetic,spring,day,Creed
Green Irish Tweed Eau de Parfum ...,Creed,https://static.luckyscent.com/images/products/49306.jpg?width=400&404=product.png,men," Lemon, verbena from India, peppermint, violet leaves, Florentine iris, sandalwood, ambergris",sensual,spring,day,Creed
Himalaya Eau de Parfum ...,Creed,https://static.luckyscent.com/images/products/49308.jpg?width=400&404=product.png,women," Bergamot, grapefruit, lemon, mandarin, pinkberries, nutmeg, cedarwood, sandalwood, vetiver, pepper, ambergris, musk, tonka bean",sensual,fall,day,Creed
Patchouli Intense Eau de Parfum,PARFUMS DE NICOLAI,https://static.luckyscent.com/images/products/31331.jpg?width=400&404=product.png,unisex," lavender, Turkish rose, geranium Bourbon, frankincense, sandalwood, bay oil, cinnamon, patchouli, leather, amber, vanilla",sensual,summer,night,PARFUMS DE NICOLAI
Midnight Oud Eau de Parfum,Juliette Has a Gun,https://static.luckyscent.com/images/products/40104.jpg?width=400&404=product.png,women," Moroccan rose, geranium, saffron, oud note, patchouli, sandalwood, amber, animalic musks",sensual,summer,night,Juliette Has a Gun
Fat Electrician Eau de Parfum,Etat Libre d'Orange,https://static.luckyscent.com/images/products/47709.jpg?width=400&404=product.png,women," vetiver, vanilla bean, opoponax and myrrh",sensual,fall,night,Etat Libre d'Orange
L'humaniste Eau de Parfum,Frapin,https://static.luckyscent.com/images/products/22607.jpg?width=400&404=product.png,women," Citrus, bergamot, cardamom, bay berry, black pepper, juniper, nutmeg, thyme, peony, gin, oakmoss, tonka bean",energetic,spring,day,Frapin
Epic Woman Eau de Parfum,Amouage,https://static.luckyscent.com/images/products/41822.jpg?width=400&404=product.png,women," cumin, pink pepper, cinnamon, damascene rose, geranium, jasmine, tea, amber, musk, frankincense, oud, sandalwood, guaiac wood, patchouli, vanilla and orris.",sensual,summer,night,Amouage
Feminite du Bois Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36131.jpg?width=400&404=product.png,women," Ginger, cinnamon, clove, plum, peach, orange blossom, violet, cedar, sandalwood, vanilla, benzoin",sensual,summer,night,Serge Lutens
Wazamba Eau de Parfum,Parfum d'Empire,https://static.luckyscent.com/images/products/35710.jpg?width=400&404=product.png,women," Somalian incense, Kenyan myrrh, Ethiopian opoponax, Indian sandalwood, Moroccan cypress, labdanum, apple, fir balsam",energetic,fall,night,Parfum d'Empire
Black Afgano Parfum Extrait,Nasomatto,https://static.luckyscent.com/images/products/41007.jpg?width=400&404=product.png,unisex,,sensual,fall,night,Nasomatto
Tam Dao - Eau de Toilette,Diptyque,https://static.luckyscent.com/images/products/48377.jpg?width=400&404=product.png,women," Goa sandalwood, rosewood, cypress, ambergris",sensual,summer,day,Diptyque
L'eau Eau de Toilette,Diptyque,https://static.luckyscent.com/images/products/48386.jpg?width=400&404=product.png,women," cinnamon, clove, geranium, sandalwood, rose",sensual,summer,day,Diptyque
Olene Eau de Toilette,Diptyque,https://static.luckyscent.com/images/products/48309.jpg?width=400&404=product.png,women," wisteria, jasmine, narcissus, honeysuckle",energetic,summer,day,Diptyque
Oyedo Eau de Toilette,Diptyque,https://static.luckyscent.com/images/products/48310.jpg?width=400&404=product.png,men," lemon, green mandarine, orange, tamarind, cedarwood",energetic,spring,day,Diptyque
L'Ombre dans l'Eau - Eau de Toilette,Diptyque,https://static.luckyscent.com/images/products/48304.jpg?width=400&404=product.png,women, black currant leaves and Bulgarian rose,energetic,summer,day,Diptyque
Do Son - Eau de Toilette,Diptyque,https://static.luckyscent.com/images/products/48306.jpg?width=400&404=product.png,women," tuberose, orange tree leaves, rose berries, musk",sensual,summer,night,Diptyque
Reflection Man Eau de Parfum,Amouage,https://static.luckyscent.com/images/products/41819.jpg?width=400&404=product.png,women," Rosemary, red pepper berries, bitter orange leaves, neroli, orris, jasmine, ylang ylang, vetiver, patchouli, sandalwood, cedarwood.",sensual,summer,night,Amouage
Complex Eau de Parfum,Boadicea the Victorious,https://static.luckyscent.com/images/products/48510.jpg?width=400&404=product.png,unisex," Sage, basil, violet, incense, leather, musk, oud",sensual,fall,night,Boadicea the Victorious
Nobara-Cha roll-on Perfume Oil,Aroma M,https://static.luckyscent.com/images/products/11127.jpg?width=400&404=product.png,men," rose, sandalwood, amber",sensual,summer,night,Aroma M
Tom of Finland Eau de Parfum,Etat Libre d'Orange,https://static.luckyscent.com/images/products/47719.jpg?width=400&404=product.png,women," Aldehydes, citron, leaves, pine, pepper, cypress, galbanum, birch, vanilla, tonka bean, iris, vetiver, styrax, suede, musk, amber",sensual,fall,night,Etat Libre d'Orange
Putain des Palaces Eau de Parfum,Etat Libre d'Orange,https://static.luckyscent.com/images/products/47716.jpg?width=400&404=product.png,women," Rose absolute, violet, leather, lily of the valley, mandarin, ginger, rice powder, amber and animalic notes",sensual,summer,night,Etat Libre d'Orange
Secretions Magnifiques Eau de Parfum,Etat Libre d'Orange,https://static.luckyscent.com/images/products/47714.jpg?width=400&404=product.png,women," Iode accord, adrenaline accord, blood accord, milk accord, iris, coconut, sandalwood and opoponax",sensual,fall,night,Etat Libre d'Orange
Jasmin et Cigarette Eau de Parfum,Etat Libre d'Orange,https://static.luckyscent.com/images/products/47710.jpg?width=400&404=product.png,women," Jasmine absolute, tobacco, hay, apricot, tonka bean, turmeric, cedar, amber, musk",sensual,summer,night,Etat Libre d'Orange
Silver Man Eau de Parfum,Amouage,https://static.luckyscent.com/images/products/41818.jpg?width=400&404=product.png,women," plum, bergamot, mandarin, orange blossom, jasmine, rose, orchid, ylang-ylang, heliotrope, amber, musk, patchouli, sandalwood, vetiver, frankincense",sensual,summer,day,Amouage
Vepres Siciliennes Eau de Parfum,Parfums MDCI,https://static.luckyscent.com/images/products/36508.jpg?width=400&404=product.png,unisex," mandarin, grapefruit, peach, pepper, green leaves, cardamom, muguet, magnolia, jasmine, ylang ylang, rose, tuberose, heliotrope, osmanthus, raspberry, cloves, plum, coconut, musk, amber, oakmoss, cedarwood",sensual,spring,day,Parfums MDCI
Sublime Balkiss Eau de Parfum,The Different Company,https://static.luckyscent.com/images/products/25322.jpg?width=400&404=product.png,women," Bergamot, cassis, blackberries, rose, lily of the valley, violet leaf, lilac, patchouli fraction, patchouli essence, heather.",energetic,summer,day,The Different Company
Nuit de Cellophane Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36128.jpg?width=400&404=product.png,women," Green note, fruity note, jasmine, osmanthus, carnation, lily, muscs, almond, wood, honey",sensual,spring,day,Serge Lutens
Peche Cardinal Eau de Parfum,Parfums MDCI,https://static.luckyscent.com/images/products/36505.jpg?width=400&404=product.png,unisex," Davana, peach, coconut, blackcurrant, tuberose, prune, lily, cedar, sandalwood, musc",sensual,summer,day,Parfums MDCI
Dia Woman Eau de Parfum,Amouage,https://static.luckyscent.com/images/products/41808.jpg?width=400&404=product.png,women," Fig, Cyclamen, Bergamot, Tarragon, Sage, Violet Leaves, Bush Peach Blossoms, Rose Oil, Orange Flower, Peony, Orris, White Musk, Incense, Vanilla, Heliotrope, Cedarwood, Sandalwood, Gaiac Wood",sensual,summer,day,Amouage
Dia Man Eau de Parfum,Amouage,https://static.luckyscent.com/images/products/41809.jpg?width=400&404=product.png,women," Cistus, Bigarade, Cardamon, Frankincense, Labdanum, Peony, Ylang Ylang, Orris, Plum Blossom, Vetyver, Leather, Patchouli, Amber and Palisander",sensual,fall,night,Amouage
Gold Woman Eau de Parfum,Amouage,https://static.luckyscent.com/images/products/41810.jpg?width=400&404=product.png,women," Frankincense, Rock Rose, Lily of the Valley, Orris, Jasmine, Myrrh, Musk, Cedarwood, and Sandalwood.",sensual,summer,night,Amouage
Vanitas Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33926.jpg?width=400&404=product.png,women," vanilla, myrrh, orange flower, sandalwood",sensual,fall,night,Profumum
Makassar (formerly Bois de Santal) Eau de Parfum,Keiko Mecheri,https://static.luckyscent.com/images/products/16442.jpg?width=400&404=product.png,men," sandalwood of Mysore, white Chinese osmanthus, ambergris",sensual,fall,night,Keiko Mecheri
Felanilla Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",https://static.luckyscent.com/images/products/34529.jpg?width=400&404=product.png,women," vanilla absolute, saffron, orris, banana wood, hay absolute, amber",sensual,fall,night,"Pierre Guillaume Paris, Parfumerie Generale"
Drama Nuui Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",https://static.luckyscent.com/images/products/34534.jpg?width=400&404=product.png,women," petit grain, absinthe, jasmine, spices, guaiac wood, sandalwood, musk.",sensual,summer,night,"Pierre Guillaume Paris, Parfumerie Generale"
Chergui Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36123.jpg?width=400&404=product.png,women," honey, musk, incense, tobacco leaf, hay sugar, amber, iris, rose and sandalwood",sensual,summer,night,Serge Lutens
Jade Eau de Parfum,Olivier Durbano,https://static.luckyscent.com/images/products/36905.jpg?width=400&404=product.png,unisex," green tea, star anise, mint, cardamom, iris, jasmine, Chinese cinnamon, amber, patchouli, vetiver, moss, musk, immortale, math??",sensual,spring,day,Olivier Durbano
Jus d'Amour - Eau de Parfum,Parfums Mercedes,https://static.luckyscent.com/images/products/44600.jpg?width=400&404=product.png,women," coco palm, aqualeaf accord, night-blooming jasmine, violet, Tahitian vanilla, sandalwood, cashmere woods",sensual,summer,night,Parfums Mercedes
Jus d'Amour - Perfume oil Perfume Oil,Parfums Mercedes,https://static.luckyscent.com/images/products/44601.jpg?width=400&404=product.png,women," coco palm, aqualeaf accord, night-blooming jasmine, violet, Tahitian vanilla, sandalwood, cashmere woods",sensual,summer,night,Parfums Mercedes
Monyette Paris Eau de Parfum Spray,Monyette Paris,https://static.luckyscent.com/images/products/14113.jpg?width=400&404=product.png,women," Tahitian gardenia, French muguet du bois, hints of island vanilla orchid",sensual,fall,night,Monyette Paris
Lyric for Women Eau de Parfum,Amouage,https://static.luckyscent.com/images/products/41802.jpg?width=400&404=product.png,women," Bergamot, spicy cardamom, cinnamon, ginger, rose, angelica, jasmine, ylang-ylang, geranium, orris, oakmoss, musk, wood, patchouli, vetiver, sandalwood, vanilla, tonka bean, frankincense",sensual,summer,day,Amouage
Lyric for Men Eau de Parfum,Amouage,https://static.luckyscent.com/images/products/41803.jpg?width=400&404=product.png,women," Bergamot, lime, rose, angelica, orange blossom, green galbanum, spicy ginger, nutmeg, saffron, pine, sandalwood, vanilla, musk, frankincense",sensual,spring,day,Amouage
Blenheim Bouquet Eau de Toilette,Penhaligons,https://static.luckyscent.com/images/products/44102.jpg?width=400&404=product.png,women," Lemon, Lime and Lavender, Pine, Musk and Black pepper",sensual,summer,night,Penhaligons
Quercus Cologne,Penhaligons,https://static.luckyscent.com/images/products/44103.jpg?width=400&404=product.png,unisex," Lemon, Lime, Mandarin, Bergamot, Jasmine, Lily of the Valley, Cardamom, Oakmoss, Sandalwood, Galbanum, Musk, Amber",sensual,summer,day,Penhaligons
Artemisia Eau de Parfum,Penhaligons,https://static.luckyscent.com/images/products/44108.jpg?width=400&404=product.png,unisex," Nectarine and Green Foliage, Green Apple,  Lily of the Valley,  Jasmine Tea,  Violet and Vanilla,  Oakmoss,  Sandalwood,  Musk,  Amber and Vanilla",sensual,spring,day,Penhaligons
Opus 1870 Eau de Toilette,Penhaligons,https://static.luckyscent.com/images/products/44109.jpg?width=400&404=product.png,unisex," Bourbon black pepper, Yuzu fruit, Coriander, English Clove Rose, Cinnamon, Incense, Cedarwood, Australian Sandalwood, Ciara wood, Musk",sensual,spring,night,Penhaligons
Endymion Cologne,Penhaligons,https://static.luckyscent.com/images/products/44114.jpg?width=400&404=product.png,unisex," Bergamot, Mandarin, Lavender and Sage Geranium and Coffee Absolute, Vetiver, Nutmeg, Black pepper, Cardamom, Musk, Leather, Sandalwood, Incense, Frankincense and Myrrh",sensual,summer,day,Penhaligons
Vetiver Dance Eau de Toilette,Tauer Perfumes,https://static.luckyscent.com/images/products/31409.jpg?width=400&404=product.png,unisex," Vetiver from Java, grapefruit, black pepper, clary sage, Rose absolute, lily of the valley, ambergris, cedar wood, tonka, cistus",sensual,summer,day,Tauer Perfumes
Aziyade Eau de Parfum,Parfum d'Empire,https://static.luckyscent.com/images/products/35709.jpg?width=400&404=product.png,women," pomegranate, crystallized date, almond, orange and prune, cardamom, cinnamon, ginger, Egyptian cumin, carob, frankincense, vanilla, Madagascar vanilla absolute, patchouli, musk, cistus",sensual,fall,night,Parfum d'Empire
Neroli Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33922.jpg?width=400&404=product.png,women," Orange blossom, wood of orange, myrrh",sensual,fall,night,Profumum
Dambrosia Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33923.jpg?width=400&404=product.png,women," pear, almond, fig, sandalwood",sensual,fall,night,Profumum
Private Collection: L'Eau Guerriere Eau de Toilette,"Pierre Guillaume Paris, Parfumerie Generale",https://static.luckyscent.com/images/products/34532.jpg?width=400&404=product.png,women," cinchona bark, sky aldehydes, olibanum, aloe wood, musk",sensual,winter,night,"Pierre Guillaume Paris, Parfumerie Generale"
China White Parfum Extrait,Nasomatto,https://static.luckyscent.com/images/products/41006.jpg?width=400&404=product.png,unisex,,sensual,fall,night,Nasomatto
L'Ete en Douce Eau de Toilette,L'Artisan Parfumeur,https://static.luckyscent.com/images/products/15253.jpg?width=400&404=product.png,women," mint, rose, orange blossom, linden blossom, hay, white woods, and white musk",sensual,spring,day,L'Artisan Parfumeur
Sienne l'Hiver Eau de Toilette,Eau d'Italie,https://static.luckyscent.com/images/products/43202.jpg?width=400&404=product.png,women," Violet leaf, geranium, black olive, white truffle, smoke, woods, coal roasted chestnuts, Autumn leaves, French straw, iris root, and white musk.",sensual,winter,night,Eau d'Italie
Eau d'Italie - eau de toilette Eau de Toilette,Eau d'Italie,https://static.luckyscent.com/images/products/43210.jpg?width=400&404=product.png,men," Citrus, bergamot, blackcurrant, magnolia, cedar, incense",sensual,spring,day,Eau d'Italie
Geisha Blanche Eau de Parfum,Aroma M,https://static.luckyscent.com/images/products/11130.jpg?width=400&404=product.png,women," Lychee, jasmine, hyacinth, ylang ylang",sensual,summer,night,Aroma M
Patchouli Noir Eau de Parfum,Il Profumo,https://static.luckyscent.com/images/products/28919.jpg?width=400&404=product.png,women," Mint, cedarwood, patchouli, poppy, vanilla",sensual,spring,day,Il Profumo
Five O'Clock Au Gingembre Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36121.jpg?width=400&404=product.png,women," Bergamot, candied ginger, honey, patchouli, pepper, and dark cocoa",sensual,summer,day,Serge Lutens
Red Aoud Eau de Parfum,Montale,https://static.luckyscent.com/images/products/35441.jpg?width=400&404=product.png,men," Aoud, red pepper, saffron, cumin, orris, Haitian vetiver, Mysore sandalwood",sensual,fall,night,Montale
Sel Marin Eau de Parfum,HEELEY,https://static.luckyscent.com/images/products/31510.jpg?width=400&404=product.png,men," lemon, Sicilian bergamot, sea salt, seaweed, vetiver, birch, cedar",energetic,fall,day,HEELEY
21 Eau de Parfum,Costume National,https://static.luckyscent.com/images/products/25804.jpg?width=400&404=product.png,unisex," bergamot, milk, orange blossoms, saffron, cumin, pepper, cashmere wood, royal jelly, moss, clary sage, patchouli, olibanum, amber, sandalwood, oudh wood, cedar, vetiver, labdanum, tonka bean, vanilla and musk",sensual,fall,day,Costume National
Jubilation 25 Eau de Parfum,Amouage,https://static.luckyscent.com/images/products/41800.jpg?width=400&404=product.png,women," Tarragon, lemon, ylang ylang, Rock rose, frankincense, davana, labdanum ciste, patchouli, amber, vetiver, musk, myrrh",sensual,summer,night,Amouage
Incense Rose Eau de Parfum,Tauer Perfumes,https://static.luckyscent.com/images/products/31408.jpg?width=400&404=product.png,unisex," Clementine, bergamot, castor, Bulgarian rose, orris, Texan cedarwood, incense, labdanum, myrrh, patchouli, ambergris",sensual,summer,day,Tauer Perfumes
Patchouli Leaves Eau de Parfum,Montale,https://static.luckyscent.com/images/products/35431.jpg?width=400&404=product.png,women," patchouli, oak, vanilla, amber, white musk, cystus ladaniferus",sensual,fall,night,Montale
Absinth Parfum Extrait,Nasomatto,https://static.luckyscent.com/images/products/41000.jpg?width=400&404=product.png,unisex,,sensual,fall,night,Nasomatto
Narcotic V Parfum Extrait,Nasomatto,https://static.luckyscent.com/images/products/41001.jpg?width=400&404=product.png,unisex,,romantic,fall,night,Nasomatto
Silver Musk Parfum Extrait,Nasomatto,https://static.luckyscent.com/images/products/41003.jpg?width=400&404=product.png,unisex,,sensual,fall,night,Nasomatto
Duro Parfum Extrait,Nasomatto,https://static.luckyscent.com/images/products/41004.jpg?width=400&404=product.png,unisex,,sensual,fall,night,Nasomatto
Incense extreme Eau de Parfum,Tauer Perfumes,https://static.luckyscent.com/images/products/31407.jpg?width=400&404=product.png,men," Incense, touch of spices, powdery orris, cedarwood, ambergris, frankincense",sensual,fall,night,Tauer Perfumes
No. 4 Eau de Toilette,Cereus,https://static.luckyscent.com/images/products/40900.jpg?width=400&404=product.png,unisex," Cedrat, Grapefruit, Tagete, Green Apple, Marine Notes, Galbanum, Vetiver, Papyrus",energetic,spring,day,Cereus
No. 6 Eau de Toilette,Cereus,https://static.luckyscent.com/images/products/40901.jpg?width=400&404=product.png,men," Fennel, Italian Bergamot, Lemon Murcia from Spain, Cardamom, Quince, Licorice Bark, Spider Orchid, Haitian Vetiver, Amber, Cedar",sensual,fall,day,Cereus
No. 7 Eau de Toilette,Cereus,https://static.luckyscent.com/images/products/40903.jpg?width=400&404=product.png,unisex," Bergamot, Mandarin Oil, Clary Sage Absolute, Pepperwood, Jasmine, Saffron, Pomerose, Violet, Musk, Leather, Tonka Bean, Australian Coachwood",sensual,summer,day,Cereus
Domenico Caraceni 1913 Eau de Toilette,Domenico Caraceni,https://static.luckyscent.com/images/products/40600.jpg?width=400&404=product.png,unisex," Petit grain, styrax, geranium bourbon, neroli bigarade, rose, tobacco, cypress, frankincense",sensual,summer,night,Domenico Caraceni
Aoud Queen Roses Eau de Parfum,Montale,https://static.luckyscent.com/images/products/35432.jpg?width=400&404=product.png,women," roses from Grasse and Arabia, hibiscus from Guinea, oud",sensual,summer,night,Montale
Lady Vengeance Eau de Parfum,Juliette Has a Gun,https://static.luckyscent.com/images/products/40100.jpg?width=400&404=product.png,women," Bulgarian rose, vanilla, patchouli",sensual,summer,night,Juliette Has a Gun
Cologne Cedrat Eau de Cologne,PARFUMS DE NICOLAI,https://static.luckyscent.com/images/products/31320.jpg?width=400&404=product.png,women," cedrat (citron), bergamot, black pepper, patchouli",energetic,summer,day,PARFUMS DE NICOLAI
Fig Tea Eau de Toilette,PARFUMS DE NICOLAI,https://static.luckyscent.com/images/products/31321.jpg?width=400&404=product.png,women," figs, osmanthus, davana, tea",energetic,summer,night,PARFUMS DE NICOLAI
Fleurs d'Oranger Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36115.jpg?width=400&404=product.png,women," Orange blossom, white jasmine, Indian tuberose, white rose, citrus peel, hibiscus seeds, cumin, nutmeg",sensual,spring,day,Serge Lutens
Clair de Musc Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36103.jpg?width=400&404=product.png,women," Musk, bergamot, neroli petals, Tuscan iris powder",sensual,winter,day,Serge Lutens
Un Bois Vanille Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36113.jpg?width=400&404=product.png,women," Black vanilla absolute, licorice, sandalwood, coconut milk, beeswax, caramelized benzoin, bitter almond, Gaiac wood, tonka bean",sensual,fall,night,Serge Lutens
Datura Noir Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36114.jpg?width=400&404=product.png,women," Myrrh, bitter almond, tonka bean, musk, osmanthus, heliotrope, mandarin, lemon blossom, tuberose, vanilla, coconut oil, apricot",sensual,summer,night,Serge Lutens
